test_day,gain_value,loss_value,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg
447.0,0.0,192.29999999999998,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,69.0,6.0,12.0,0.0,372.0,141.0,163.0,11.0
448.0,41.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,8.0,0.0,348.0,149.0,161.0,16.0
449.0,223.75,513.45,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,61.0,3.0,7.0,0.0,315.0,137.0,182.0,10.0
450.0,249.2,69.9,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,58.0,3.0,10.0,1.0,326.0,137.0,178.0,14.0
451.0,372.19999999999993,288.95,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,65.0,2.0,7.0,1.0,385.0,129.0,152.0,10.0
452.0,859.25,237.14999999999998,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,71.0,2.0,8.0,2.0,325.0,144.0,159.0,14.0
453.0,41.55,330.7,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,61.0,2.0,12.0,2.0,333.0,137.0,142.0,13.0
454.0,525.8,347.85,5.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,72.0,1.0,9.0,0.0,320.0,131.0,160.0,8.0
455.0,213.29999999999998,448.40000000000003,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,58.0,5.0,9.0,0.0,340.0,142.0,137.0,12.0
456.0,754.9,568.75,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,58.0,2.0,7.0,2.0,366.0,137.0,166.0,19.0
457.0,165.85,151.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,68.0,6.0,13.0,1.0,326.0,141.0,146.0,7.0
