test_day,gain_value,loss_value,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg
95.0,42.45,345.15000000000003,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,62.0,6.0,8.0,0.0,509.0,174.0,145.0,9.0
96.0,511.75,53.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,4.0,2.0,0.0,301.0,121.0,158.0,14.0
97.0,132.5,741.9,3.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,53.0,2.0,3.0,0.0,304.0,134.0,173.0,9.0
98.0,206.05,141.5,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,57.0,6.0,8.0,0.0,316.0,116.0,176.0,6.0
99.0,91.75,200.15000000000003,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,56.0,2.0,5.0,1.0,351.0,137.0,155.0,12.0
100.0,191.75,507.35,4.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,51.0,4.0,6.0,0.0,327.0,139.0,182.0,8.0
101.0,1023.15,163.95000000000002,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,47.0,3.0,5.0,0.0,315.0,127.0,144.0,4.0
102.0,967.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,8.0,2.0,1.0,308.0,106.0,165.0,10.0
103.0,775.3000000000001,291.9,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,64.0,5.0,2.0,0.0,325.0,155.0,164.0,14.0
104.0,505.15000000000003,691.3,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,46.0,2.0,2.0,0.0,328.0,138.0,170.0,13.0
105.0,689.45,60.95,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,50.0,1.0,6.0,0.0,304.0,119.0,148.0,13.0
106.0,429.5,129.05,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64.0,5.0,4.0,0.0,322.0,124.0,150.0,5.0
107.0,1242.45,425.95000000000005,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,51.0,4.0,2.0,0.0,332.0,127.0,168.0,12.0
108.0,53.6,589.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,49.0,6.0,1.0,0.0,348.0,126.0,139.0,12.0
